cdatetime,address,district,beat,grid,crimedescr
1/6/06 22:00,7890 CENTER PKWY,5,5B        ,1622,459 PC  BURGLARY VEHICLE
1/6/06 22:00,7767 LA RIVIERA DR,3,3C        ,888,459 PC  BURGLARY VEHICLE
1/6/06 22:00,6 SOUTHBURY WAY,1,1A        ,113,594(B)(2)(A) VANDALISM/ -$400
1/6/06 22:00,2800 POWER INN RD,3,3C        ,1101,459 PC  BURGLARY BUSINESS
1/6/06 22:03,1417 R ST,3,3A        ,765,WARRANT SERVED - I RPT
1/6/06 22:15,3637 22ND AVE,6,6A        ,1071,459 PC  BURGLARY RESIDENCE
1/6/06 22:16,2561 19TH AVE,4,4B        ,958,245(A)(1)AWDW/NO FIREARM/CIVIL
1/6/06 22:16,2561 19TH AVE,4,4B        ,958,12022.1 PC COMMIT FEL ON BAIL
1/6/06 22:24,715 L ST,3,3M        ,742,CASUALTY REPORT
1/6/06 22:25,2506 35TH ST,6,6A        ,1013,TERRORIST THREATS - I RPT
1/6/06 22:26,3561 TRUXEL RD,1,1A        ,337,JUVENILE DISURBANCE - I RPT
1/6/06 22:30,1510 PEBBLEWOOD DR,1,1C        ,425,10851(A)VC TAKE VEH W/O OWNER
1/6/06 22:30,456 FLORIN RD,4,4C        ,1259,594(B)(2)(A) VANDALISM/ -$400
1/6/06 22:30,STOCKTON BLVD / MACK RD,5,5C        ,1607,TOWED/STORED VEH-14602.6
1/6/06 22:36,4201 BREUNER AVE,3,3C        ,871,243(E)1 BATTERY NONCOHAB SPOUS
1/6/06 22:38,1523 LOS ROBLES BLVD,2,2B        ,525,243(E)1 BATTERY NONCOHAB SPOUS
1/6/06 22:39,7401 SHELDON RD,5,5C        ,1654,11357(C)HS POSS +28.5GR MARIJ
1/6/06 22:40,1949 ARDEN WAY,2,2C        ,620,487(A) GRAND THEFT-CLOUT-UNLOC
1/6/06 22:49,3224 NORTHSTEAD DR,1,1C        ,418,CASUALTY REPORT
1/6/06 22:59,6225 HERMOSA ST,4,4B        ,1326,10851 VC AUTO THEFT LOCATE
1/6/06 23:00,7509 BALFOUR WAY,5,5A        ,1394,10851(A)VC TAKE VEH W/O OWNER
1/6/06 23:00,6217 HOMESTEAD WAY,6,6C        ,1422,484 PETTY THEFT/LICENSE PLATE
1/6/06 23:00,1626 26TH ST,3,3B        ,768,459 PC  BURGLARY RESIDENCE
1/6/06 23:13,53 MOSSGLEN CIR,3,3C        ,899,594(B)(2)(A) VANDALISM/ -$400
1/6/06 23:30,1911 BANDON WAY,1,1B        ,411,10851(A)VC TAKE VEH W/O OWNER
1/6/06 23:37,1417 R ST,3,3A        ,765,11377(A)HS POSS AMPHETAMINES
1/6/06 23:39,6001 RIZA AVE,6,6C        ,1441,TOWED/STORED VEHICLE
1/6/06 23:58,2357 N MANOR DR,5,5A        ,1364,459 PC  BURGLARY RESIDENCE
1/7/06 0:00,3410 SHADOW TREE DR,1,1B        ,401,10851(A)VC TAKE VEH W/O OWNER
1/7/06 0:00,22 CADILLAC DR,3,3C        ,878,10851(A)VC TAKE VEH W/O OWNER
1/7/06 0:00,3260 NORDYKE DR,1,1C        ,418,459 PC  BURGLARY VEHICLE
1/7/06 0:00,7901 LA RIVIERA DR,3,3C        ,888,459 PC  BURGLARY VEHICLE
1/7/06 0:00,8711 YOUNGER CREEK DR,6,6C        ,1427,459 PC  BURGLARY BUSINESS
1/7/06 0:00,1415 30TH ST,3,3C        ,851,484G(B) PC ACCESS CARD FRAUD
1/7/06 0:01,7582 SAN FELICE CIR,5,5A        ,1396,10851(A)VC TAKE VEH W/O OWNER
1/7/06 0:01,3124 FAIRFIELD ST,2,2B        ,543,459 PC  BURGLARY RESIDENCE
1/7/06 0:01,741 WESTLITE CIR,4,4C        ,1263,HARASSMENT - I RPT
1/7/06 0:01,8545 DERLIN WAY,5,5C        ,1653,NON INJ HR/MAIL OUT REPORT
1/7/06 0:01,6071 71ST ST,6,6C        ,1403,653M(A) PC OBSCENE/THREAT CALL
1/7/06 0:01,5948 MEEKS WAY,1,1A        ,106,1708 US   THEFT OF MAIL
1/7/06 0:01,549 FRANESI WAY,2,2A        ,233,487(A) PC GRAND THEFT
1/7/06 0:09,NORWOOD AVE / NORWOOD BYP,2,2B        ,552,TOWED/STORED VEH-14602.6
1/7/06 0:18,N 7TH ST / N B ST,3,3A        ,705,FOUND PROPERTY - I RPT
1/7/06 0:21,752 BOWLES ST,2,2B        ,563,242 PC  BATTERY CIVILIAN
1/7/06 0:30,4601 BLACKROCK DR,1,1A        ,136,459 PC  BURGLARY VEHICLE
1/7/06 0:40,3333 32ND ST,6,6A        ,1031,BURGLARY - I RPT
1/7/06 0:46,6288 FENNWOOD CT,4,4C        ,1255,459 PC  BURGLARY VEHICLE
1/7/06 1:00,1010 EL CAMINO AVE,2,2C        ,604,211 PC ROBBERY- BUSINESS
1/7/06 1:00,1373 54TH ST,3,3C        ,846,594(B)(2)(A)VANDALISM GRAF-400
1/7/06 1:25,2001 POINT WEST WAY,2,2C        ,626,243.4(E)(1)TOUCH FOR SEX PLEAS
1/7/06 1:30,2526 L ST,3,3B        ,748,459 PC  BURGLARY RESIDENCE
1/7/06 1:43,21ST ST / H ST,3,3B        ,727,23152(A) VC DUI-ALCOHOL/DRUGS
1/7/06 1:54,6429 VALLEY HI DR,5,5C        ,1623,245(A)(2) AWDW/FIREARM/CIVILIA
1/7/06 2:00,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON
1/7/06 2:00,4074 TAYLOR ST,2,2A        ,233,10851(A)VC TAKE VEH W/O OWNER
1/7/06 2:00,800 17TH ST,3,3B        ,736,459 PC  BURGLARY VEHICLE
1/7/06 2:00,2000 K ST,3,3B        ,746,459 PC  BURGLARY VEHICLE
1/7/06 2:06,2211 MANGRUM AVE,4,4B        ,1334,247(B) PC SHOOT UNOCC BLDG/VEH
1/7/06 2:20,2500 35TH ST,6,6A        ,1013,594(B)(2)(A) VANDALISM/ -$400
1/7/06 2:30,2600 RIO LINDA BLVD,2,2B        ,563,459 PC  BURGLARY BUSINESS
1/7/06 2:30,279 REDWOOD AVE,2,2C        ,601,245(A)(1)AWDW/NO FIREARM/CIVIL
1/7/06 2:30,7511 MANDY DR,5,5B        ,1399,10851(A)VC TAKE VEH W/O OWNER
1/7/06 2:38,16TH ST / C ST,3,3A        ,716,23152(A) VC DUI-ALCOHOL/DRUGS
1/7/06 2:40,805 15TH ST,3,3A        ,735,INTOX REPORT/ADMIN PER - I RPT
1/7/06 2:47,707 COMMONS DR,3,3C        ,876,459 PC  BURGLARY BUSINESS
1/7/06 2:55,4417 55TH ST,6,6B        ,1065,SAFEKEEPING - I RPT
1/7/06 3:00,6830 ELDER CREEK RD,6,6C        ,1443,10851(A)VC TAKE VEH W/O OWNER
1/7/06 3:00,2020 DANVERS WAY,5,5A        ,1502,10851(A)VC TAKE VEH W/O OWNER
1/7/06 3:01,3208 10TH AVE,6,6A        ,1041,459 PC  BURGLARY RESIDENCE
1/7/06 3:25,4417 55TH ST,6,6B        ,1065,MISSING PERSON
1/7/06 3:27,7TH ST / K ST,3,3M        ,742,JUVENILE OFFENDER-PROBATION
1/7/06 3:30,2 KELSO CIR,1,1C        ,416,243(E)1 BATTERY NONCOHAB SPOUS
1/7/06 3:31,37TH ST / 4TH AVE,6,6A        ,1014,TOWED/STORED VEH-14602.6
1/7/06 4:20,RICHARDS BLVD / N 7TH ST,3,3A        ,702,11350(A)HS POSS CNTRL SUBST
1/7/06 4:54,7740 REENEL WAY,5,5A        ,1501,451(B) PC ARSON OF INHAB STRUC
1/7/06 5:27,3341 WINTER PARK DR,1,1B        ,401,242 PC  BATTERY CIVILIAN
1/7/06 6:00,2455 PRINCETON ST,2,2C        ,605,10851(A)VC TAKE VEH W/O OWNER
1/7/06 6:30,715 24TH ST,3,3B        ,728,12021(A)(1)PC FELON POSS FRARM
1/7/06 7:00,63RD ST / LEMON HILL AVE,6,6B        ,1412,594(B)(1)PC  VANDALISM +$400
1/7/06 7:09,1400 A ST,3,3A        ,706,243(D) PC BATT/CIVILIAN W/INJ
1/7/06 7:15,EL CAMINO AVE / GROVE AVE,2,2C        ,551,NON INJ HR/MAIL OUT REPORT
1/7/06 7:30,3735 BRANCH ST,2,2A        ,513,MISSING PERSON
1/7/06 7:33,MARTIN LUTHER KING JR BLVD / 12TH AVE,6,6A        ,1042,12500(A) VC UNLIC DRIVER
1/7/06 7:35,83 MARILYN CIR,2,2A        ,222,10851 VC AUTO THEFT LOCATE
1/7/06 8:00,6239 BOBBIWOOD WAY,6,6C        ,1441,PETTY THEFT - I RPT
1/7/06 8:00,2750 SUTTERVILLE RD,4,4B        ,958,MISSING PERSON
1/7/06 8:00,2750 SUTTERVILLE RD,4,4B        ,958,MISSING PERSON
1/7/06 8:00,24TH ST / NEDRA CT,5,5A        ,1396,TRAFFIC-ACCIDENT INJURY
1/7/06 8:00,4100 NORTHGATE BLVD,1,1C        ,309,459 PC  BURGLARY VEHICLE
1/7/06 8:00,5770 FREEPORT BLVD,4,4C        ,985,LOST PROPERTY - I RPT
1/7/06 8:01,1570 WATERWHEEL DR,1,1B        ,444,MISSING PERSON LOCATE O/S ASSI
1/7/06 8:23,902 DEL PASO BLVD,2,2C        ,612,242 PC  BATTERY CIVILIAN
1/7/06 8:30,1130 CLAIRE AVE,2,2A        ,214,484 PC  PETTY THEFT/ OUTSIDE
1/7/06 8:40,2750 SUTTERVILLE RD,4,4B        ,958,MISSING PERSON
1/7/06 8:40,2750 SUTTERVILLE RD,4,4B        ,958,MISSING PERSON
1/7/06 8:40,2750 SUTTERVILLE RD,4,4B        ,958,MISSING PERSON
1/7/06 8:50,TAMOSHANTER WAY / FLORIN RD,4,5A        ,1354,TRAFFIC-ACCIDENT INJURY
1/7/06 9:00,1441 MEADOWVIEW RD,5,5A        ,1391,484 PC   PETTY THEFT/INSIDE
1/7/06 9:00,1121 BROWNWYK DR,4,4A        ,1202,484J PC PUBLISH CARD INFO
1/7/06 9:00,1441 MEADOWVIEW RD,5,5A        ,1391,487(A) GRAND THEFT-INSIDE
1/7/06 9:10,65TH ST / ELVAS AVE,3,3C        ,847,TOWED/STORED VEHICLE
1/7/06 9:16,ELDER CREEK RD / POWER INN RD,6,6C        ,1406,20002(A) HIT/RUN
1/7/06 9:21,651 I ST,3,3M        ,732,243(C)(1)BATT EMERG PERSON-INJ
1/7/06 9:24,5400 STOCKTON BLVD,6,6B        ,1084,211 PC  ROBBERY UNSPECIFIED
1/7/06 9:30,L ST / 14TH ST,3,3M        ,745,484 PC PETTY THEFT
1/7/06 9:30,BROADWAY / 35TH ST,6,6A        ,1013,TOWED/STORED VEHICLE
1/7/06 9:43,20TH ST / FLORIN RD,4,4B        ,1354,TOWED/STORED VEHICLE
1/7/06 9:47,6500 MACK RD,5,5C        ,1624,484 PC PETTY THEFT
1/7/06 9:50,RAMONA AVE / POWER INN RD,6,6C        ,1124,459 PC  BURGLARY VEHICLE
1/7/06 9:55,2364 CAMBRIDGE ST,2,2C        ,603,11350(A)HS POSS CNTRL SUBST
1/7/06 9:55,26 MASSIE CT,5,5C        ,1607,459 PC  BURGLARY VEHICLE
1/7/06 9:59,2814 ROSEAU WAY,1,1B        ,421,487(A) GRAND THEFT-INSIDE
1/7/06 10:00,1689 ARDEN WAY,2,2C        ,619,CHILD CUSTODY - I RPT
1/7/06 10:00,151 DEL VERDE CIR,1,1B        ,412,475(C) PASS FORGED NOTE
1/7/06 10:00,2750 SUTTERVILLE RD,4,4B        ,958,594(B)(1)PC  VANDALISM +$400
1/7/06 10:14,1130 TENEIGHTH WAY,4,4A        ,934,484 PC  PETTY THEFT/ OUTSIDE
1/7/06 10:15,RIO LINDA BLVD / PRICE CT,2,2B        ,553,TOWED/STORED VEH-14602.6
1/7/06 10:20,CENTER PKWY / MACK RD,5,5B        ,1606,TRAFFIC-ACCIDENT-NON INJURY
1/7/06 10:30,6001 RIVERSIDE BLVD,4,4C        ,1251,10851(A)VC TAKE VEH W/O OWNER
1/7/06 10:30,414 K ST,3,3M        ,742,LOST PROPERTY - I RPT
1/7/06 10:30,21ST AVE / CONCORD RD,6,6C        ,1132,TOWED/STORED VEHICLE
1/7/06 10:40,4961 PRISCILLA LN,6,6C        ,1143,FOUND EVIDENCE-NON NARC -I RPT
1/7/06 10:45,820 BROADWAY,4,4A        ,903,VANDALISM - I RPT
1/7/06 11:00,5595 MACK RD,5,5C        ,1606,211 PC ROBBERY- BUSINESS
1/7/06 11:00,3090 38TH AVE,4,4B        ,998,459 PC  BURGLARY RESIDENCE
1/7/06 11:00,1181 PEBBLEWOOD DR,1,1C        ,416,594(B)(1)PC  VANDALISM +$400
1/7/06 11:02,HOWE AVE / FAIR OAKS BLVD,3,3C        ,877,TRAFFIC-ACCIDENT-NON INJURY
1/7/06 11:06,BEAUMONT ST / LAMPASAS AVE,2,2B        ,563,11378 HS POSS/SALE AMPHETAMINE
1/7/06 11:10,MARYSVILLE BLVD / RIO LINDA BLVD,2,2A        ,204,23153(A) VC DUI CAUSE INJURY
1/7/06 11:18,MACK RD / VALLEY HI DR,5,5C        ,1606,TRAFFIC-ACCIDENT-NON INJURY
1/7/06 11:30,1689 ARDEN WAY,2,2C        ,619,10851(A)VC TAKE VEH W/O OWNER
1/7/06 11:45,6680 VALLEY HI DR,5,5C        ,1624,594(B)(1)PC  VANDALISM +$400
1/7/06 11:45,2322 C ST,3,3B        ,717,TOWED/STORED VEH-14602.6
1/7/06 11:47,2505 RIVERSIDE BLVD,4,4A        ,905,484 PC PETTY THEFT
1/7/06 12:00,1600 EXPO PKWY,2,2C        ,623,459 PC  BURGLARY VEHICLE
1/7/06 12:03,79TH ST / TORONTO WAY,6,6C        ,1133,TRAFFIC-ACCIDENT INJURY
1/7/06 12:09,3129 SAN JOSE WAY,6,6A        ,1032,212.5(A)ROBBERY-INHAB DWELLING
1/7/06 12:14,1395 GARDEN HWY,1,1B        ,451,ASSAULT WITH WEAPON - I RPT
1/7/06 12:16,4328 62ND ST,6,6B        ,1067,CASUALTY REPORT
1/7/06 12:25,I 5 SB / SEAMAS AVE,4,4A        ,1203,NON INJ HR/MAIL OUT REPORT
1/7/06 12:28,5500 MACK RD,5,5C        ,1623,594(B)(2)(A) VANDALISM/ -$400
1/7/06 12:45,MARCONI AVE / BUS 80 WB,2,2C        ,558,23152(A) VC DUI-ALCOHOL/DRUGS
1/7/06 13:00,2634 STONECREEK DR,1,1B        ,435,BURGLARY - I RPT
1/7/06 13:00,5201 9TH AVE,6,6B        ,1035,484 PETTY THEFT/LICENSE PLATE
1/7/06 13:00,6375 SUMMERTIDE WAY,5,5C        ,1634,CASUALTY REPORT
1/7/06 13:09,7961 53RD AVE,6,6C        ,1445,243(E)1 BATTERY NONCOHAB SPOUS
1/7/06 13:18,FELL ST / GRAND AVE,2,2A        ,505,TRAFFIC-ACCIDENT INJURY
1/7/06 13:23,8000 FOLSOM BLVD,3,3C        ,1101,484 PETTY THEFT-SHOPLIFT
1/7/06 13:45,1651 ARDEN WAY,2,2C        ,616,484 PETTY THEFT-SHOPLIFT
1/7/06 13:46,FRUITRIDGE RD / 24TH ST,4,4B        ,977,TRAFFIC-ACCIDENT-NON INJURY
1/7/06 13:51,TRUXEL RD / GATEWAY PARK BLVD,1,1A        ,338,23153(A) VC DUI CAUSE INJURY
1/7/06 14:00,6565 SURFSIDE WAY,4,4C        ,1261,459 PC  BURGLARY RESIDENCE
1/7/06 14:00,4315 MARTIN LUTHER KING JR BLVD,6,6A        ,1062,459 PC  BURGLARY BUSINESS
1/7/06 14:00,30TH ST / 14TH AVE,4,4B        ,958,245(A)(1)AWDW/NO FIREARM/CIVIL
1/7/06 14:00,2951 24TH AVE,4,4B        ,969,484 PC   PETTY THEFT/INSIDE
1/7/06 14:00,5211 CRYSTAL HILL WAY,5,5C        ,1644,422 PC THREAT/INTENT TO TERROR
1/7/06 14:00,3701 TRUXEL RD,1,1A        ,337,484 PC PETTY THEFT
1/7/06 14:13,7931 CAPISTRANO WAY,6,6C        ,1424,THREATS - I RPT
1/7/06 14:30,4100 NORTHGATE BLVD,1,1C        ,309,459 PC  BURGLARY VEHICLE
1/7/06 14:31,1288 HELENA AVE,2,2B        ,564,TELEPEST -I RPT
1/7/06 14:43,7684 19TH ST,5,5A        ,1502,459 PC  BURGLARY RESIDENCE
1/7/06 14:45,4100 NORTHGATE BLVD,1,1C        ,309,459 PC  BURGLARY VEHICLE
1/7/06 14:57,1230 N ST,3,3A        ,764,CASUALTY REPORT
1/7/06 15:00,4820 76TH ST,6,6C        ,1143,CASUALTY REPORT
1/7/06 15:00,2400 CORMORANT WAY,2,2C        ,606,459 PC  BURGLARY-UNSPECIFIED
1/7/06 15:00,FLORIN RD / S LAND PARK DR,4,4C        ,1279,23152(A) VC DUI-ALCOHOL/DRUGS
1/7/06 15:00,41 SOUTH AVE,2,2B        ,521,10851(A)VC TAKE VEH W/O OWNER
1/7/06 15:04,1651 ARDEN WAY,2,2C        ,616,487(A) PC GRAND THEFT-SHOPLIFT
1/7/06 15:19,4588 BARBEE WAY,5,5B        ,1603,246 PC SHOOT OCCUP DWELL/VEH
1/7/06 15:20,5601 LERNER WAY,5,5C        ,1605,459 PC  BURGLARY RESIDENCE
1/7/06 15:25,STOCKTON BLVD / 48TH AVE,6,6C        ,1441,TRAFFIC-ACCIDENT-NON INJURY
1/7/06 15:30,TRUXEL RD / GATEWAY PARK BLVD,1,1A        ,338,TOWED/STORED VEHICLE
1/7/06 16:10,3946 2ND AVE,6,6A        ,1014,459 PC  BURGLARY RESIDENCE
1/7/06 16:15,5605 MACK RD,5,5C        ,1606,475(C) PASS FORGED NOTE
1/7/06 16:15,5330 STOCKTON BLVD,6,6B        ,1084,484G(B) PC ACCESS CARD FRAUD
1/7/06 16:19,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON
1/7/06 16:30,950 ELEANOR AVE,2,2B        ,563,484 PETTY THEFT/LICENSE PLATE
1/7/06 16:30,14TH AVE / 67TH ST,6,6C        ,1121,245(A)(1)AWDW/NO FIREARM/CIVIL
1/7/06 16:30,6800 FOLSOM BLVD,3,3C        ,856,459 PC  BURGLARY BUSINESS
1/7/06 16:30,4422 Y ST,6,6B        ,1005,459 PC  BURGLARY VEHICLE
1/7/06 16:35,241 RIVERBROOK WAY,4,4C        ,1252,459 PC  BURGLARY RESIDENCE
1/7/06 16:40,5953 RIVERSIDE BLVD,4,4C        ,1251,BATTERY - I RPT
1/7/06 16:57,4359 SHINING STAR DR,5,5B        ,1602,11550(A)HS UNDER INFL NARCOTIC
1/7/06 17:00,5956 64TH ST,6,6B        ,1412,459 PC  BURGLARY RESIDENCE
1/7/06 17:00,4500 TRUXEL RD,1,1A        ,306,459 PC  BURGLARY VEHICLE
1/7/06 17:00,3892 ROBINRIDGE WAY,5,5B        ,1399,MISSING PERSON
1/7/06 17:00,1451 RIVER PARK DR,2,2C        ,626,459 PC  BURGLARY VEHICLE
1/7/06 17:00,MEADOWSTONE DR / SUNMEADOW DR,5,5B        ,1614,TOWED/STORED VEHICLE
1/7/06 17:05,5325 DRY CREEK RD,2,2A        ,204,10851 VC AUTO THEFT LOCATE
1/7/06 17:10,6105 STOCKTON BLVD,6,6B        ,1421,666 PC PETTY THEFT W/PRI CONV
1/7/06 17:13,700 K ST,3,3M        ,742,RECOVERED PROPERTY - I RPT
1/7/06 17:26,4816 VALLEY HI DR,5,5B        ,1631,273.6(A) PC VIO DV COURT ORDER
1/7/06 17:35,237 MAJESTIC LN,2,2A        ,238,MISSING PERSON
1/7/06 17:46,3710 FRANKLIN BLVD,4,4B        ,958,666 PC PETTY THEFT W/PRI CONV
1/7/06 17:48,21ST ST / 3RD AVE,4,4A        ,917,TRAFFIC-ACCIDENT-NON INJURY
1/7/06 17:50,8940 ALDER AVE,6,6C        ,1409,10851(A)VC TAKE VEH W/O OWNER
1/7/06 17:54,650 PLAZA AVE,2,2B        ,563,243(E)1 BATTERY NONCOHAB SPOUS
1/7/06 18:00,2025 28TH ST,3,3B        ,788,10851(A)VC TAKE VEH W/O OWNER
1/7/06 18:00,2614 ERIN DR,1,1C        ,436,10851(A)VC TAKE VEH W/O OWNER
1/7/06 18:00,4 WAYNE CT,6,6C        ,1409,10851(A)VC TAKE VEH W/O OWNER
1/7/06 18:00,4 WAYNE CT,6,6C        ,1409,10851(A)VC TAKE VEH W/O OWNER
1/7/06 18:00,7917 32ND AVE,6,6C        ,1405,MISSING PERSON
1/7/06 18:00,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON
1/7/06 18:00,380 RICK HEINRICH CIR,1,1A        ,106,THREATS - I RPT
1/7/06 18:00,2541 FERNDALE AVE,5,5A        ,1396,10851(A)VC TAKE VEH W/O OWNER
1/7/06 18:00,15 CHIEF CT,1,1B        ,434,594(B)(2)(A) VANDALISM/ -$400
1/7/06 18:00,2820 GRASSLANDS DR,1,1B        ,421,SUSP PERS-NO CRIME - I RPT
1/7/06 18:13,64TH ST / 21ST AVE,6,6B        ,1068,10851 VC AUTO THEFT LOCATE
1/7/06 18:17,3501 MEADOWVIEW RD,5,5B        ,1399,245(A)(1)AWDW/NO FIREARM/CIVIL
1/7/06 18:18,6087 RIVERSIDE BLVD,4,4C        ,1251,THREATS - I RPT
1/7/06 18:19,222 JIBBOOM ST,3,3A        ,721,20002(A) HIT/RUN
1/7/06 18:30,2305 EXPEDITION WAY,5,5A        ,1512,594(B)(1)PC  VANDALISM +$400
1/7/06 18:43,RIVERSIDE BLVD / BROADWAY,4,4A        ,905,20002(A) HIT/RUN
1/7/06 18:45,4211 NORWOOD AVE,2,2A        ,232,666 PC PETTY THEFT W/PRI CONV
1/7/06 18:45,815 18TH ST,3,3B        ,736,SUSP PERS-NO CRIME - I RPT
1/7/06 18:50,4551 MACK RD,5,5B        ,1603,459 PC  BURGLARY BUSINESS
1/7/06 18:50,G ST / 16TH ST,3,3A        ,726,TRAFFIC-ACCIDENT INJURY
1/7/06 19:00,7336 ROTELLA DR,6,6C        ,1404,459 PC  BURGLARY RESIDENCE
1/7/06 19:00,7739 CENTER PKWY,5,5C        ,1605,TOWED/STORED VEH-14602.6
1/7/06 19:00,2381 RIVER PLAZA DR,1,1B        ,440,487(A) GRAND THEFT-CLOUT-UNLOC
1/7/06 19:00,7817 AMHERST ST,5,5A        ,1501,594(B)(2)(A) VANDALISM/ -$400
1/7/06 19:00,4800N KOKOMO DR,1,1A        ,123,459 PC  BURGLARY VEHICLE
1/7/06 19:10,65TH ST / 18TH AVE,6,6B        ,1068,TOWED/STORED VEH-14602.6
1/7/06 19:11,3837 FRANKLIN BLVD,4,4B        ,958,10851(A)VC TAKE VEH W/O OWNER
1/7/06 19:15,3201 42ND ST,6,6A        ,1034,CASUALTY REPORT
1/7/06 19:16,STOCKTON BLVD / FRUITRIDGE RD,6,6B        ,1086,TOWED/STORED VEHICLE
1/7/06 19:21,14TH ST / L ST,3,3M        ,745,TOWED/STORED VEHICLE
1/7/06 19:25,26TH ST / CAPITOL AVE,3,3B        ,748,TRAFFIC-ACCIDENT INJURY
1/7/06 19:30,CENTER PKWY / MACK RD,5,5B        ,1606,TOWED/STORED VEH-14602.6
1/7/06 19:30,545 K ST,3,3M        ,742,459 PC  BURGLARY VEHICLE
1/7/06 19:40,459 WINDWARD WAY,4,4C        ,1259,243(E)1 BATTERY NONCOHAB SPOUS
1/7/06 19:41,713 37TH ST,3,3C        ,822,243(D) PC BATT/CIVILIAN W/INJ
1/7/06 19:45,1689 ARDEN WAY,2,2C        ,619,11357(B)HS POSS -28.5GR MARIJ
1/7/06 19:59,STOCKTON BLVD / FRUITRIDGE RD,6,6B        ,1086,TOWED/STORED VEH-14602.6
1/7/06 20:00,1010 27TH ST,3,3B        ,748,243(E)1 BATTERY NONCOHAB SPOUS
1/7/06 20:30,2811 33RD AVE,4,4B        ,988,11550(A)HS UNDER INFL NARCOTIC
1/7/06 20:30,6001 RIZA AVE,6,6C        ,1441,11357(B)HS POSS -28.5GR MARIJ
1/7/06 20:30,27TH ST / J ST,3,3B        ,738,459 PC  BURGLARY VEHICLE
1/7/06 20:30,8581 YOUNGER CREEK DR,6,6C        ,1427,10851(A)VC TAKE VEH W/O OWNER
1/7/06 20:34,35TH ST / Y ST,6,6A        ,1002,496(A) RECEIVE STOLEN PROPERTY
1/7/06 20:39,21ST ST / G ST,3,3B        ,727,487(A) PC GRAND THEFT
1/7/06 21:00,2829 FLORIN RD,4,4B        ,1356,594(B)(2)(A) VANDALISM/ -$400
1/7/06 21:00,12TH ST / E ST,3,3A        ,715,211 PC  ROBBERY UNSPECIFIED
1/7/06 21:00,6501 LAKE PARK DR,4,4C        ,1276,484 PC   PETTY THEFT/INSIDE
1/7/06 21:43,805 15TH ST,3,3A        ,735,242 PC  BATTERY CIVILIAN
1/7/06 21:57,7600 LA RIVIERA DR,3,3C        ,888,242 PC  BATTERY CIVILIAN
1/7/06 22:00,28TH ST / K ST,3,3B        ,748,484 PC   PETTY THEFT/INSIDE
1/7/06 22:00,122 VILLAGE CIR,2,2A        ,238,10851(A)VC TAKE VEH W/O OWNER
1/7/06 22:00,1696 ARDEN WAY,2,2C        ,628,273.6(A) PC VIO DV COURT ORDER
1/7/06 22:00,1349 FLORIN RD,4,4C        ,1279,459 PC  BURGLARY BUSINESS
1/7/06 22:00,MACK RD / CENTER PKWY,5,5B        ,1606,TRAFFIC-ACCIDENT-NON INJURY
1/7/06 22:00,28TH ST / K ST,3,3B        ,748,459 PC  BURGLARY VEHICLE
1/7/06 22:00,20TH AVE / STOCKTON BLVD,6,          ,1064,TOWED/STORED VEH-14602.6
1/7/06 22:00,1324 ARDEN WAY,2,2C        ,615,459 PC  BURGLARY VEHICLE
1/7/06 22:09,52 DEL VISTA CIR,5,5C        ,1642,ACCIDENTAL FIRES/ARSON -I RPT
1/7/06 22:18,112 J ST,3,3M        ,741,ABC LICENSE VIO/INFO - I RPT
1/7/06 22:25,7236 GREENHAVEN DR,4,4C        ,1269,211 PC  ROBBERY UNSPECIFIED
1/7/06 22:30,I ST / 28TH ST,3,3B        ,738,459 PC  BURGLARY VEHICLE
1/7/06 22:37,7TH ST / P ST,3,3A        ,763,TOWED/STORED VEH-14602.6
1/7/06 22:45,2451 MEADOWVIEW RD,5,5A        ,1396,10851 VC AUTO THEFT LOCATE
1/7/06 23:00,6805 RANCHO PICO WAY,6,6C        ,1443,459 PC  BURGLARY VEHICLE
1/7/06 23:00,SUN RIVER DR / ELDER CREEK RD,6,6C        ,1424,10851(A)VC TAKE VEH W/O OWNER
1/7/06 23:00,3293 WESTERN AVE,2,2B        ,531,459 PC  BURGLARY RESIDENCE
1/7/06 23:00,BRANCH ST / RIVERA DR,2,2B        ,523,TOWED/STORED VEH-14602.6
1/7/06 23:00,2901 STONECREEK DR,1,1C        ,425,594(B)(1)PC  VANDALISM +$400
1/7/06 23:04,MEADOWGATE DR / FRANKLIN BLVD,5,5B        ,1369,TOWED/STORED VEHICLE
1/7/06 23:13,25 TYNDALL CT,5,5C        ,1642,MISSING PERSON
1/7/06 23:15,2104 ALHAMBRA BLVD,3,3C        ,861,459 PC  BURGLARY BUSINESS
1/7/06 23:30,K ST / 29TH ST,3,3B        ,748,459 PC  BURGLARY VEHICLE
1/7/06 23:44,5288 FRUITRIDGE RD,6,6B        ,1401,22435.2(A) BP POSS SHOP CART
1/8/06 0:00,181 CATHCART AVE,2,2B        ,531,10851(A)VC TAKE VEH W/O OWNER
1/8/06 0:01,288 HOWE AVE,3,3C        ,877,TELEPEST -I RPT
1/8/06 0:01,3126 SANTA CRUZ WAY,6,6A        ,1032,530.5 PC USE PERSONAL ID INFO
